video,frame,fps,track_id,cls_id,cls_name,det_confidence,x1,y1,x2,y2,box_w,box_h,area_px,area_rel,cx,cy,cx_norm,cy_norm,dist_center_norm,mean_r,mean_g,mean_b,mean_h,mean_s,mean_v,mean_L,mean_a,mean_b_lab,mean_a_c,mean_b_c,std_L,std_a,std_b_lab,contrast_gray_std,orientation_deg,vx_px_s,vy_px_s,speed_px_s,dir_deg,accel_px_s2,z_area_rel,z_speed,z_dist_center,z_contrast,saliency_score
45112025.MOV,6,29.99654417693814,5,18,sheep,0.4520999491214752,259,306,728,720,469.0,414.0,194166.0,0.21068359375,493.5,513.0,0.385546875,0.7125,0.28847563782390956,113.92877743786245,118.43672939649578,112.78773317676627,89.05559675741375,42.66522975186181,124.47707631614186,123.09737396240234,125.96790313720703,130.1099853515625,-2.0320968627929688,2.1099853515625,63.92234802246094,7.459301471710205,12.5631742477417,62.13914027663389,-174.29388737597387,,,,,,-0.264082133769989,-1.6608365774154663,-0.9780290722846985,0.40155163407325745,0.20985016226768494
45112025.MOV,7,29.99654417693814,1,14,bird,0.748123288154602,256,306,729,720,473.0,414.0,195822.0,0.21248046875,492.5,513.0,0.384765625,0.7125,0.28941915251658085,114.67646127605683,118.33625435344344,111.98412333649948,89.35172248266284,40.6676522556199,123.70655493254078,122.93685150146484,125.88573455810547,130.44691467285156,-2.1142654418945312,2.4469146728515625,64.01243591308594,6.281752586364746,12.418741226196289,62.06351838673418,-173.14249034292737,-44.99481626540721,0.0,44.99481626540721,180.0,449.89633127950066,-0.24389149248600006,1.6836200952529907,-0.9816348552703857,0.39738988876342773,0.22033530473709106
45112025.MOV,7,29.99654417693814,3,18,sheep,,692,196,1280,422,588.0,226.0,132888.0,0.14419270833333334,986.0,309.0,0.7703125,0.42916666666666664,0.47628671575231857,127.70973300824754,136.89239810968635,110.01199506351213,58.127859550900006,50.180362410450904,138.39719162001083,140.04010009765625,120.21763610839844,140.75253295898438,-7.7823638916015625,12.752532958984375,56.320472717285156,8.03079605102539,14.029675483703613,55.165940172784474,-129.90299102628066,-14.99827208846907,29.99654417693814,33.53715593485458,116.56505117707799,636.2494933573688,-1.1197673082351685,-0.17774438858032227,1.251422643661499,-1.6949896812438965,0.09915588796138763
45112025.MOV,7,29.99654417693814,4,14,bird,0.7959208488464355,0,247,697,720,697.0,473.0,329681.0,0.35772677951388887,348.5,483.5,0.272265625,0.6715277777777777,0.43113373588078435,130.6980778388806,139.90414066931365,123.03246774912718,77.79478344217591,49.35381171496082,144.31353641853792,143.13525390625,122.55172729492188,135.33790588378906,-5.448272705078125,7.3379058837890625,65.41931915283203,9.361810684204102,15.645101547241211,63.723670733665344,-142.10170477158962,0.0,29.99654417693814,29.99654417693814,90.0,2011.997559137457,1.6190738677978516,-0.7529375553131104,0.7118471264839172,0.9009968638420105,0.20969705283641815
45112025.MOV,7,29.99654417693814,5,18,sheep,,257,306,728,720,471.0,414.0,194994.0,0.21158203125,492.5,513.0,0.384765625,0.7125,0.28941915251658085,113.9533062555771,118.47437869883177,112.74860252110322,88.88086300091285,42.64266592818241,124.51979035252367,123.1363296508789,125.95072937011719,130.1485137939453,-2.0492706298828125,2.1485137939453125,63.83559036254883,7.479470252990723,12.611039161682129,62.060932788091925,-173.56327924876072,-29.99654417693814,0.0,29.99654417693814,180.0,,-0.25541505217552185,-0.7529375553131104,-0.9816348552703857,0.39660531282424927,0.22056818008422852
45112025.MOV,8,29.99654417693814,1,14,bird,0.8567296862602234,255,306,728,720,473.0,414.0,195822.0,0.21248046875,491.5,513.0,0.383984375,0.7125,0.2903659884830406,114.78212866787185,118.40805425335255,112.03397473215472,89.52768330422526,41.0562194237624,123.82077601086702,122.9769058227539,125.89786529541016,130.46209716796875,-2.1021347045898438,2.46209716796875,64.45449829101562,6.309403896331787,12.465005874633789,62.47509317921105,-173.03511868272568,-29.99654417693814,0.0,29.99654417693814,180.0,449.89633127950066,-0.24199217557907104,0.30151140689849854,-0.9798046350479126,0.41388723254203796,0.24476729333400726
45112025.MOV,8,29.99654417693814,3,18,sheep,,691,196,1280,422,589.0,226.0,133114.0,0.14443793402777777,985.5,309.0,0.769921875,0.42916666666666664,0.47561308629740234,127.81441471220157,136.97784605676338,110.06878314827891,58.29458959989182,50.26055861892814,138.49504935619092,140.1062774658203,120.22299194335938,140.76678466796875,-7.777008056640625,12.76678466796875,56.561363220214844,8.049400329589844,14.061347007751465,55.400357893672016,-136.78763338323492,-14.99827208846907,0.0,14.99827208846907,180.0,899.7926625590014,-1.126230001449585,-0.9045339226722717,1.2449284791946411,-1.7001876831054688,0.10826258361339569
45112025.MOV,8,29.99654417693814,4,14,bird,0.7952880263328552,0,250,697,720,697.0,470.0,327590.0,0.35545789930555555,348.5,485.0,0.272265625,0.6736111111111112,0.43193471745541184,130.53579474342928,139.70645318843677,122.98257272810525,77.97434903385329,49.55562135596325,144.17227937360724,142.927001953125,122.59620666503906,135.26605224609375,-5.4037933349609375,7.26605224609375,65.75418090820312,9.376041412353516,15.651997566223145,64.02989514647078,-130.95286299940275,0.0,44.99481626540721,44.99481626540721,90.0,449.89633127950066,1.6160523891448975,1.5075567960739136,0.7203711867332458,0.8784924149513245,0.23124980926513672
45112025.MOV,8,29.99654417693814,5,18,sheep,,256,306,728,720,472.0,414.0,195408.0,0.21203125,492.0,513.0,0.384375,0.7125,0.2898921573718802,113.8742579628265,118.77072074838287,113.03573548677639,89.06521227380661,43.40864243019733,124.84858859412103,123.3552474975586,125.87677001953125,130.13278198242188,-2.12322998046875,2.132781982421875,64.32652282714844,7.735827922821045,12.658069610595703,62.45476048638861,-173.27625305950534,-14.99827208846907,0.0,14.99827208846907,180.0,449.8963312795007,-0.24783003330230713,-0.9045339226722717,-0.9854950904846191,0.4078115224838257,0.24479682743549347
45112025.MOV,9,29.99654417693814,1,14,bird,0.8422698974609375,255,306,728,720,473.0,414.0,195822.0,0.21248046875,491.5,513.0,0.383984375,0.7125,0.2903659884830406,114.53282572948903,118.22027657770833,111.86012807549714,89.188242383389,41.00235417879503,123.64146010152078,122.80001068115234,125.88232421875,130.44461059570312,-2.11767578125,2.444610595703125,64.12064361572266,6.306758880615234,12.465352058410645,62.14787971462404,-172.79592847973373,0.0,0.0,0.0,0.0,899.7926625590014,-0.24476300179958344,-1.5075567960739136,-0.9859442114830017,0.39830493927001953,0.24521701037883759
45112025.MOV,9,29.99654417693814,3,18,sheep,,691,196,1280,423,589.0,227.0,133703.0,0.14507703993055557,985.5,309.5,0.769921875,0.42986111111111114,0.47551412906186247,127.50814865784612,136.70014135808472,109.90107177849413,58.216517206046234,50.13781291369678,138.23434777080544,139.84326171875,120.23185729980469,140.7078399658203,-7.7681427001953125,12.707839965820312,56.39199447631836,8.057806968688965,14.053327560424805,55.22205711874607,-135.8116531522394,0.0,14.99827208846907,14.99827208846907,90.0,636.2494933573688,-1.1304287910461426,-0.30151140689849854,1.2420579195022583,-1.696779489517212,0.11150498688220978
45112025.MOV,9,29.99654417693814,4,14,bird,0.7151588797569275,0,252,697,720,697.0,468.0,326196.0,0.3539453125,348.5,486.0,0.272265625,0.675,0.43247324147779637,130.23805932629463,139.4593220027223,122.89357932040859,77.8956333002244,49.424042600154515,143.95015880023055,142.7024383544922,122.60670471191406,135.17950439453125,-5.3932952880859375,7.17950439453125,65.49586486816406,9.369760513305664,15.604037284851074,63.784690731120946,-128.48915828919633,0.0,29.99654417693814,29.99654417693814,90.0,449.89633127950066,1.6140528917312622,0.9045339226722717,0.7241201400756836,0.8934454917907715,0.2346709817647934
45112025.MOV,9,29.99654417693814,5,18,sheep,,254,306,728,720,474.0,414.0,196236.0,0.2129296875,491.0,513.0,0.38359375,0.7125,0.290840641811709,113.27742616033754,119.05450070323488,113.3465979738682,88.73700544242647,44.11076968548075,125.11624778328135,123.55559539794922,125.68595886230469,130.05967712402344,-2.3140411376953125,2.0596771240234375,64.1109619140625,8.178494453430176,12.661552429199219,62.17010342966887,-172.61994471020583,-29.99654417693814,0.0,29.99654417693814,180.0,449.8963312795007,-0.23886047303676605,0.9045339226722717,-0.980232298374176,0.40502792596817017,0.24517855048179626
45112025.MOV,10,29.99654417693814,1,14,bird,0.8562710285186768,255,306,728,720,473.0,414.0,195822.0,0.21248046875,491.5,513.0,0.383984375,0.7125,0.2903659884830406,114.33262861169838,118.05071442432414,111.70131037370673,88.96115349654278,41.34140699206422,123.5028086731828,122.60900115966797,125.87235260009766,130.43338012695312,-2.1276473999023438,2.433380126953125,64.25508117675781,6.325472831726074,12.490270614624023,62.259053470877824,-173.4315041876717,0.0,0.0,0.0,0.0,0.0,-0.24136871099472046,-1.6562347412109375,-0.9924138188362122,0.3974129557609558,0.22557760775089264
45112025.MOV,10,29.99654417693814,3,18,sheep,,690,197,1280,423,590.0,226.0,133340.0,0.14468315972222223,985.0,310.0,0.76953125,0.4305555555555556,0.47474223834855855,127.46231438428079,136.748402579871,109.8417579121044,58.19004799760012,50.3521598920054,138.270796460177,139.8542938232422,120.17799377441406,140.75120544433594,-7.8220062255859375,12.751205444335938,56.559425354003906,8.0731782913208,14.07701587677002,55.38854732594414,-130.23895538320934,-14.99827208846907,14.99827208846907,21.210759799674804,135.0,449.8963312795007,-1.1344343423843384,0.7910048961639404,1.2377164363861084,-1.697495698928833,0.10629288852214813
45112025.MOV,10,29.99654417693814,4,14,bird,0.8334745764732361,0,253,697,720,697.0,467.0,325499.0,0.3531890190972222,348.5,486.5,0.272265625,0.6756944444444445,0.432743859308691,129.98042083078596,139.23126645550371,122.72541236685827,77.82225444625021,49.65814948740242,143.75702229499936,142.46449279785156,122.60692596435547,135.14511108398438,-5.393074035644531,7.145111083984375,65.60819244384766,9.38001823425293,15.613751411437988,63.87558257348663,-127.143992185549,0.0,14.99827208846907,14.99827208846907,90.0,449.8963312795007,1.6121259927749634,0.07422495633363724,0.7297232747077942,0.8903148770332336,0.21515530347824097
45112025.MOV,10,29.99654417693814,5,18,sheep,,253,307,728,720,475.0,413.0,196175.0,0.2128634982638889,490.5,513.5,0.383203125,0.7131944444444445,0.2918035216543939,113.35797119918439,118.71228240091754,112.96176882885179,88.48388428698865,44.03892952720785,124.81248375175225,123.24055480957031,125.76362609863281,130.1019287109375,-2.2363739013671875,2.1019287109375,64.20307922363281,7.950617790222168,12.703404426574707,62.29957674875429,-174.473199639077,-14.99827208846907,14.99827208846907,21.210759799674804,135.0,636.2494933573688,-0.23632316291332245,0.7910048961639404,-0.9750262498855591,0.40976911783218384,0.2257625162601471
45112025.MOV,11,29.99654417693814,1,14,bird,0.7868306636810303,255,307,729,720,474.0,413.0,195762.0,0.21241536458333332,492.0,513.5,0.384375,0.7131944444444445,0.29038195581813564,114.21321809135583,117.93608565503008,111.71021955231352,88.90093583024284,41.435396042132794,123.44644517322054,122.50342559814453,125.8934555053711,130.3671875,-2.1065444946289062,2.3671875,64.2037124633789,6.311013698577881,12.478623390197754,62.20829406519313,-173.92177721276903,14.99827208846907,14.99827208846907,21.210759799674804,45.0,636.2494933573688,-0.2532990574836731,-0.8379687070846558,-0.997868537902832,0.38894209265708923,0.2066795825958252
45112025.MOV,11,29.99654417693814,3,18,sheep,,689,197,1280,424,591.0,227.0,134157.0,0.14556966145833333,984.5,310.5,0.769140625,0.43125,0.47397104701273074,127.32215985748041,136.65101336493808,109.75340832010257,58.10441497648278,50.426969893483005,138.17721028347384,139.7442169189453,120.16256713867188,140.74354553222656,-7.837432861328125,12.743545532226562,56.62678146362305,8.08117961883545,14.075434684753418,55.452023118503845,-133.02548838847156,-14.99827208846907,14.99827208846907,21.210759799674804,135.0,0.0,-1.126741647720337,-0.8379687070846558,1.2395579814910889,-1.698219895362854,0.09522080421447754
45112025.MOV,11,29.99654417693814,4,14,bird,0.7948009371757507,0,250,697,720,697.0,470.0,327590.0,0.35545789930555555,348.5,485.0,0.272265625,0.6736111111111112,0.43193471745541184,130.07290515583503,139.35330748801857,122.79899569583931,77.55775206813395,49.778021307121705,143.9029518605574,142.58322143554688,122.58428192138672,135.16514587402344,-5.415718078613281,7.1651458740234375,65.53682708740234,9.380888938903809,15.636487007141113,63.819441383921024,-131.3657372237048,0.0,-44.99481626540721,44.99481626540721,-90.0,1799.5853251180029,1.61577308177948,1.6097307205200195,0.7272552251815796,0.88666170835495,0.19599592685699463
45112025.MOV,11,29.99654417693814,5,18,sheep,,251,307,728,720,477.0,413.0,197001.0,0.213759765625,489.5,513.5,0.382421875,0.7131944444444445,0.292755316043705,113.39172389987868,118.82246790625429,113.09888782290446,88.35914030893244,44.214958299704065,124.96968035695251,123.34469604492188,125.74937438964844,130.07870483398438,-2.2506256103515625,2.078704833984375,64.19737243652344,7.983958721160889,12.736601829528809,62.31730024068517,-173.90417899999778,-29.99654417693814,0.0,29.99654417693814,180.0,636.2494933573688,-0.23573242127895355,0.0662066861987114,-0.9689443111419678,0.4226161539554596,0.20670589804649353
45112025.MOV,12,29.99654417693814,1,14,bird,0.7255158424377441,255,307,729,720,474.0,413.0,195762.0,0.21241536458333332,492.0,513.5,0.384375,0.7131944444444445,0.29038195581813564,114.16726943942133,117.93789908153778,111.7498595232987,88.9340474658003,41.878990815377854,123.4939314065038,122.46073150634766,125.8870849609375,130.34115600585938,-2.1129150390625,2.341156005859375,64.6147689819336,6.339337348937988,12.519415855407715,62.591756608755816,-173.99250630021947,0.0,0.0,0.0,0.0,636.2494933573688,-0.26049721240997314,-1.4437355995178223,-1.0013684034347534,0.4075193405151367,0.20236249268054962
45112025.MOV,12,29.99654417693814,3,18,sheep,,688,197,1280,425,592.0,228.0,134976.0,0.14645833333333333,984.0,311.0,0.76875,0.43194444444444446,0.47320055847377784,127.17154160739688,136.54949768847794,109.67721669037459,58.24775515647226,50.55659524656235,138.0843779634898,139.61288452148438,120.14912414550781,140.7247772216797,-7.8508758544921875,12.724777221679688,56.9091796875,8.093953132629395,14.082121849060059,55.71920151198306,-133.81219426066102,-14.99827208846907,14.99827208846907,21.210759799674804,135.0,0.0,-1.1208856105804443,0.3125026524066925,1.2358596324920654,-1.7052656412124634,0.09967699646949768
45112025.MOV,12,29.99654417693814,4,14,bird,0.7731008529663086,0,248,696,720,696.0,472.0,328512.0,0.3564583333333333,348.0,484.0,0.271875,0.6722222222222223,0.4320264856092892,130.08350075491913,139.39035408143386,122.87464080459769,77.47326125073056,50.0291039596727,143.96797986070524,142.59591674804688,122.58219909667969,135.14459228515625,-5.4178009033203125,7.14459228515625,65.76570129394531,9.38420295715332,15.643794059753418,64.04318597342974,-142.4979856141194,-14.99827208846907,-29.99654417693814,33.53715593485458,-116.56505117707799,636.2494933573688,1.6184972524642944,1.3331207036972046,0.7319950461387634,0.8537222743034363,0.18922631442546844
45112025.MOV,12,29.99654417693814,5,18,sheep,,250,307,728,720,478.0,413.0,197414.0,0.21420789930555556,489.0,513.5,0.38203125,0.7131944444444445,0.293232426468111,113.45464860648181,118.94402625953579,113.2186319106041,88.36174739380185,44.664502011002256,125.1366671056764,123.42073059082031,125.73246002197266,130.07151794433594,-2.2675399780273438,2.0715179443359375,64.60042572021484,8.012012481689453,12.800491333007812,62.710490656150895,-174.2941182570642,-14.99827208846907,0.0,14.99827208846907,180.0,449.8963312795007,-0.23711414635181427,-0.20188765227794647,-0.9664859175682068,0.44402167201042175,0.20239722728729248
45112025.MOV,13,29.99654417693814,1,14,bird,0.7555621862411499,255,307,731,720,476.0,413.0,196588.0,0.21331163194444444,493.0,513.5,0.38515625,0.7131944444444445,0.2894383758934788,113.94808431847315,117.76814963273445,111.62562821738865,89.29902639021711,41.81627057602702,123.34186725537673,122.30321502685547,125.87686920166016,130.30789184570312,-2.1231307983398438,2.307891845703125,64.34326171875,6.346899032592773,12.523824691772461,62.338346072261466,-174.60087005011763,29.99654417693814,0.0,29.99654417693814,0.0,899.7926625590014,-0.2557830214500427,0.9999997615814209,-1.0127429962158203,0.3897779881954193,0.1952604204416275
45112025.MOV,13,29.99654417693814,3,18,sheep,,687,198,1280,425,593.0,227.0,134611.0,0.14606228298611112,983.5,311.5,0.768359375,0.4326388888888889,0.4724307761702795,127.09344704370372,136.6031527884051,109.64433070105713,58.02505738758348,50.64644048406148,138.11499803136445,139.6389923095703,120.08624267578125,140.75242614746094,-7.91375732421875,12.752426147460938,56.86449432373047,8.100953102111816,14.091798782348633,55.678800675331466,-132.2618133931002,-14.99827208846907,14.99827208846907,21.210759799674804,135.0,0.0,-1.1271908283233643,-1.000000238418579,1.2374399900436401,-1.7024853229522705,0.09918040037155151
45112025.MOV,13,29.99654417693814,4,14,bird,0.7525408864021301,0,247,697,720,697.0,473.0,329681.0,0.35772677951388887,348.5,483.5,0.272265625,0.6715277777777777,0.43113373588078435,129.94811954586402,139.29967453386757,122.79744358940916,77.64451090599701,49.986402006788374,143.89775267607172,142.5151824951172,122.5666732788086,135.13040161132812,-5.433326721191406,7.130401611328125,65.56969451904297,9.39513111114502,15.65373420715332,63.85456439282264,-148.27381578527647,14.99827208846907,-14.99827208846907,21.210759799674804,-45.0,1005.9987795687285,1.6155288219451904,-1.000000238418579,0.7296274304389954,0.8661367893218994,0.1838904321193695
45112025.MOV,13,29.99654417693814,5,18,sheep,,248,307,728,720,480.0,413.0,198240.0,0.21510416666666668,488.0,513.5,0.38125,0.7131944444444445,0.29418905410048635,113.54542978208234,119.09506154156578,113.28830205811138,88.58102804681195,44.644148506860375,125.29451674737692,123.57568359375,125.69566345214844,130.10191345214844,-2.3043365478515625,2.1019134521484375,64.39739227294922,8.034870147705078,12.855976104736328,62.5191061663579,-175.13090334712257,-29.99654417693814,0.0,29.99654417693814,180.0,449.8963312795007,-0.2325555831193924,0.9999997615814209,-0.9543255567550659,0.4465693235397339,0.19552423059940338
45112025.MOV,14,29.99654417693814,1,18,sheep,0.6697794198989868,255,307,732,720,477.0,413.0,197001.0,0.213759765625,493.5,513.5,0.385546875,0.7131944444444445,0.28896783727078373,113.96682250343908,117.80207714681652,111.67544834797793,89.20479591474155,41.99427921685677,123.40336851081975,122.32424926757812,125.87635803222656,130.29661560058594,-2.1236419677734375,2.2966156005859375,64.51084899902344,6.363256454467773,12.552584648132324,62.503012051334785,-175.21292343661082,14.99827208846907,0.0,14.99827208846907,0.0,449.8963312795007,-0.2527981996536255,-0.6363961100578308,-0.9816870093345642,0.4155210852622986,0.20242314040660858
45112025.MOV,14,29.99654417693814,3,18,sheep,,686,198,1280,426,594.0,228.0,135432.0,0.146953125,983.0,312.0,0.76796875,0.43333333333333335,0.4716617035601011,127.15629245673107,136.69401618524427,109.70486295705595,58.143053340421766,50.74504548408058,138.21583525311596,139.71900939941406,120.07316589355469,140.7644500732422,-7.9268341064453125,12.764450073242188,56.9321403503418,8.108875274658203,14.11028003692627,55.747440564539076,-136.7776456989599,-14.99827208846907,14.99827208846907,21.210759799674804,135.0,0.0,-1.1274439096450806,-0.5472535490989685,1.2322853803634644,-1.700831413269043,0.10136266052722931
45112025.MOV,14,29.99654417693814,4,14,bird,0.542012095451355,1,248,697,720,696.0,472.0,328512.0,0.3564583333333333,349.0,484.0,0.27265625,0.6722222222222223,0.4307733195242445,129.8079674410676,139.32073409799338,123.01446218098577,77.75400898597312,50.173284385349696,143.96569075102278,142.51815795898438,122.57210540771484,135.01904296875,-5.427894592285156,7.01904296875,65.75727081298828,9.466584205627441,15.64696216583252,63.971552853349124,-145.50426687956733,14.99827208846907,14.99827208846907,21.210759799674804,45.0,899.7926625590014,1.615439534187317,-0.5472535490989685,0.736780047416687,0.8755781054496765,0.18702448904514313
45112025.MOV,14,29.99654417693814,5,14,bird,0.43545007705688477,254,307,734,720,480.0,413.0,198240.0,0.21510416666666668,494.0,513.5,0.3859375,0.7131944444444445,0.288498138319395,112.3631154156578,119.08718724778048,113.63038236481034,88.7459745762712,45.82495460048426,125.31573345439871,123.44107055664062,125.511962890625,129.85379028320312,-2.488037109375,1.853790283203125,64.59878540039062,8.627896308898926,12.77757740020752,62.48452435144896,-174.54246885309783,179.97926506162884,0.0,179.97926506162884,0.0,6298.54863791301,-0.2351970672607422,1.7309033870697021,-0.9873791933059692,0.40972867608070374,0.20205309987068176
45112025.MOV,15,29.99654417693814,1,18,sheep,0.5475279688835144,255,307,732,720,477.0,413.0,197001.0,0.213759765625,493.5,513.5,0.385546875,0.7131944444444445,0.28896783727078373,114.00330455175354,117.88004121806489,111.70281369130106,88.90643702316233,42.02593895462459,123.48125136420627,122.39971160888672,125.85294342041016,130.31581115722656,-2.1470565795898438,2.3158111572265625,64.42401885986328,6.383072853088379,12.581231117248535,62.417654528232354,-175.66200468475046,0.0,0.0,0.0,0.0,449.8963312795007,-0.2523743808269501,-1.0,-0.982333779335022,0.4127850830554962,0.21600283682346344
45112025.MOV,15,29.99654417693814,3,18,sheep,,685,198,1280,426,595.0,228.0,135660.0,0.14720052083333332,982.5,312.0,0.767578125,0.43333333333333335,0.4709873657102136,127.22476780185758,136.80389945451864,109.7250700280112,58.1484225269055,50.838006781660035,138.32703081232492,139.81527709960938,120.04605102539062,140.802978515625,-7.953948974609375,12.802978515625,56.954341888427734,8.128029823303223,14.140196800231934,55.773332485475414,-140.0985527752742,-14.99827208846907,0.0,14.99827208846907,180.0,449.8963312795007,-1.1280772686004639,1.0,1.2276958227157593,-1.6997334957122803,0.09664446860551834
